Month,Day,Hour,H,L,N,T,W,WD,WS,SpeedLimit,near_accident
1,6,1,84.34,0.0,82.11,-5.098808443408681,23.65477617886634,0.0,2.5,60.0,1
1,6,2,75.6,0.0,82.71,-5.956711764936389,38.07160155475857,0.0,13.5,60.0,0
1,6,3,76.1,0.0,82.61,-8.062039147444109,0.0,124.0,0.0,40.0,0
1,6,4,85.3,0.0,81.09,-8.776415893294468,0.0,49.5,0.0,70.0,1
1,6,5,80.28,0.0,81.54,-7.237454615436122,0.0,0.0,7.5,70.0,0
1,6,6,72.92,7544.704724489269,83.67,-7.037599245960318,0.0,66.0,1.5,80.0,1
1,6,7,72.03,15778.141141852153,84.66,-5.947968282375021,0.0,55.5,2.5,80.0,1
1,6,8,77.0,20136.71517362717,85.48,-6.916715144550194,11.096185567820095,58.5,0.0,80.0,1
1,6,9,78.32,37361.6834815019,89.69,-4.875535134155626,32.348369424542355,0.0,31.0,80.0,1
1,6,10,73.39,79732.9767106944,95.0,-1.9847695960516614,0.0,98.5,19.5,80.0,0
1,6,11,79.92,77810.7960420714,92.0,-0.9567588145129915,8.093539106771459,40.0,0.0,80.0,1
1,6,12,75.17,86734.43948661909,90.77,-0.5897381256189493,0.0,0.0,4.0,80.0,1
1,6,13,73.77,94660.86538390222,90.21,-0.6169085736493529,53.910108900862454,7.0,46.0,80.0,1
1,6,14,73.39,74310.15054459375,91.78,-0.18431749608168896,0.0,6.0,8.0,80.0,1
1,6,15,76.24,98722.00919355809,92.71,1.082414983632242,0.0,37.0,0.0,80.0,0
1,6,16,80.47,81570.74712266143,93.21,2.689503805179564,0.0,0.5,0.0,80.0,1
1,6,17,79.02,50482.29604524672,94.29,2.663403756913234,0.0,0.0,0.0,80.0,0
1,6,18,84.52,20958.74580688242,93.81,3.5869694118377007,34.115765338744474,6.0,0.0,80.0,1
1,6,19,82.76,0.0,90.31,2.801347917440551,0.0,7.5,0.0,60.0,1
1,6,20,81.76,0.0,88.74,-0.29743212989431983,15.174875428299996,3.0,3.5,60.0,0
1,6,21,71.65,1349.0064447808645,86.68,-0.5420307885901116,0.0,35.0,20.0,50.0,0
1,6,22,79.68,0.0,86.64,-2.380768408828638,0.0,76.5,0.0,60.0,0
1,6,23,85.08,28.734690554564065,83.66,-4.750177844237011,64.690675749743,7.5,0.0,60.0,1
1,7,0,85.06,2348.0576844134657,86.6,-4.377017737032544,1.1485544646062429,0.0,0.5,50.0,0
1,7,1,75.52,548.9448895273456,83.59,-7.221500421002075,0.0,80.0,4.0,50.0,1
1,7,2,86.02,3861.1514582701097,84.37,-7.590719055206408,20.637320147863694,1.0,0.5,60.0,0
1,7,3,80.04,170.88010272519503,86.31,-6.012059821427673,0.0,3.0,5.0,60.0,1
1,7,4,76.77,886.486190089994,88.12,-5.867607930821169,0.0,6.0,17.0,60.0,1
1,7,5,86.08,0.0,91.67,-4.672367988637368,0.0,6.0,51.5,70.0,1
1,7,6,71.03,10873.974694687848,103.34,-0.531097731417852,0.0,73.0,31.0,80.0,1
1,7,7,72.95,17294.82459794116,107.83,1.4037535190762567,0.0,0.0,60.0,80.0,1
1,7,8,86.35,13155.129029378068,107.65,0.7537522738666194,0.0,35.0,58.0,80.0,1
1,7,9,85.91,41182.94005258283,107.18,1.1850820220018565,0.0,90.5,69.5,80.0,0
1,7,10,81.72,44831.4290223529,105.21,1.0324887172412947,588.0535931509577,2.0,1.5,80.0,1
1,7,11,82.81,60111.49631186658,102.08,0.7205524051996574,122.96072576678435,0.0,6.0,80.0,0
1,7,12,85.4,77740.42169518217,99.4,-0.5264742393232974,37.89215389233182,2.5,0.0,80.0,1
1,7,13,79.46,105314.04553847369,97.99,0.06005067374974912,0.0,0.0,31.5,60.0,1
1,7,14,76.35,95329.89538989101,102.43,2.415061803044011,19.742583883817705,5.0,0.0,80.0,1
1,7,15,86.04,103499.52312063836,103.53,5.503211198739038,9.701208164973984,82.5,0.0,80.0,1
1,7,16,74.35,85491.41471846562,106.05,7.060898926394806,0.0,0.0,29.5,80.0,1
1,7,17,76.32,51021.62390440837,108.17,8.999300086442622,33.276515651551286,95.5,0.0,80.0,1
1,7,18,74.95,20698.057679074995,107.51,7.963838042096962,36.32694194440787,6.0,0.0,80.0,1
1,7,19,83.47,0.0,103.71,5.4988257416948265,0.0,0.0,21.5,60.0,1
1,7,20,71.71,0.0,101.66,2.5666249925929834,0.0,95.5,1.0,60.0,1
1,7,21,77.61,132.3890268226266,95.79,-0.9793105335997886,14.555383210603393,0.0,0.5,60.0,1
1,7,22,81.88,0.0,92.39,-3.53864300535965,27.843419728364363,0.0,2.5,70.0,1
1,7,23,80.98,727.5019908466728,89.96,-5.185213973915097,0.0,23.5,0.0,60.0,1
1,8,0,80.54,410.75624330321074,85.51,-5.633146496190493,0.0,3.5,2.5,60.0,0
1,8,1,74.0,0.0,85.14,-7.5522265500682675,0.0,7.5,15.0,60.0,1
1,8,2,79.62,0.0,85.03,-7.004286862776232,12.732759768144236,3.0,8.5,60.0,0
1,8,3,80.96,0.0,86.4,-7.25231263961448,0.0,46.0,34.0,70.0,0
1,8,4,77.77,408.7443582593316,88.37,-6.083621226908628,0.0,27.5,17.5,60.0,1
1,8,5,73.95,0.0,90.13,-5.1151025251615145,8.64774622155673,0.0,12.0,70.0,1
1,8,6,76.86,7559.487716035028,103.28,-2.0207046279787537,34.559637832592315,72.5,5.0,80.0,1
1,8,7,97.6,6456.4422195833295,107.97,1.4213464346379714,1945.747885581332,0.0,5.5,70.0,1
1,8,8,86.12,17060.952928320996,107.07,2.399395271481705,23.08897621150063,4.5,0.5,80.0,1
1,8,9,95.25,29697.49140172968,107.55,0.6041501427804796,1922.701343017652,0.0,7.5,60.0,1
1,8,10,96.26,31146.93088311127,104.5,3.2806660393523606,1428.931295785678,0.0,7.5,70.0,1
1,8,11,83.41,66924.80824991468,102.18,3.637330388459645,0.0,5.5,22.0,80.0,1
1,8,12,79.89,81921.19786104017,100.38,4.395491422372247,0.0,0.0,50.0,80.0,0
1,8,13,73.79,102213.07016212645,99.59,3.37894897335829,21.988553628638524,0.0,80.0,80.0,1
1,8,14,76.27,106635.58212082832,100.6,6.744565704967222,0.0,101.5,68.0,80.0,1
1,8,15,84.56,86932.51818775276,103.25,8.513854610095125,19.592066432955793,7.0,76.5,80.0,1
1,8,16,81.57,62935.443236952575,107.65,11.63390478617121,0.0,95.5,41.5,80.0,1
1,8,17,96.02,32133.856855948918,109.58,14.96488545023416,1354.1320440141737,81.5,82.0,80.0,1
1,8,18,79.3,13228.198472919066,106.58,15.375116688583159,645.5834962452308,176.5,102.5,80.0,1
1,8,19,82.77,429.57959095346837,105.63,15.167956344861768,59.550288499486506,87.5,60.0,60.0,1
1,8,20,100.0,4099.745498310696,100.96,11.840739494346519,1526.0408254979013,20.5,0.5,60.0,1
1,8,21,100.0,446.9838155336018,95.02,10.97369816251294,2046.942343412497,27.0,8.5,40.0,1
1,8,22,92.17,149.58455683429793,93.66,9.28493861610451,792.4187911602858,0.0,21.0,60.0,1
1,8,23,77.27,0.0,89.78,7.7631977591591514,587.4098909887254,8.5,34.5,50.0,1
1,9,0,97.81,170.49395765413317,86.85,8.471904689894512,1242.2415782460712,0.0,3.5,60.0,0
1,9,1,92.7,0.0,86.16,8.67193211997032,658.3098301050384,89.5,0.0,60.0,0
1,9,2,73.39,1525.0911936157595,83.96,8.873916578634867,0.0,4.5,21.0,60.0,0
1,9,3,96.65,0.0,86.4,8.729092147084627,1579.599581561633,86.0,3.5,60.0,1
1,9,4,73.36,202.4258589075381,88.92,9.397306296049035,20.222124953772028,58.0,1.5,70.0,1
1,9,5,95.62,2956.5457731379656,90.88,8.835903010106515,1417.7668775026953,1.5,4.5,70.0,1
1,9,6,80.84,5015.733187889882,99.27,11.808999287520816,335.8005584861689,0.0,0.0,80.0,1
1,9,7,90.16,2045.1979479018678,108.94,15.79160110938787,603.3327420836426,0.0,0.0,80.0,1
1,9,8,99.83,10118.913886706488,109.18,17.291318305060265,1857.99409104389,0.0,44.0,80.0,0
1,9,9,80.83,0.0,108.14,16.268442169630287,103.04074054940783,102.5,7.5,60.0,0
1,9,10,89.97,9401.27173458677,104.26,14.34110362365317,506.3349389896562,12.5,3.5,80.0,1
1,9,11,86.37,33303.43207555216,105.19,12.971851287153859,107.58973253044198,6.0,2.5,80.0,1
1,9,12,100.0,12614.756743654743,106.99,14.577499626618005,2066.7174101146034,7.5,31.5,80.0,1
1,9,13,93.08,2923.310076063226,109.76,14.880266267122785,1929.1683657120973,85.0,57.5,80.0,1
1,9,14,83.28,5509.138326420768,106.89,12.485567912717505,448.5477850512491,139.0,64.5,80.0,1
1,9,15,90.88,43351.08347679364,105.95,9.073020709173106,1547.9280361729939,2.5,26.0,60.0,0
1,9,16,95.36,26801.324499997834,103.21,7.254290414629124,1854.2356870369597,54.0,0.0,70.0,1
1,9,17,74.37,35829.49096739411,101.82,5.621682261930882,0.0,3.5,0.0,80.0,0
1,9,18,100.0,13536.644039469798,100.15,7.310327042818907,2070.839445001481,68.0,0.0,80.0,1
1,9,19,86.67,0.0,99.76,8.170873611730485,0.0,0.0,1.0,60.0,1
1,9,20,71.07,0.0,100.41,5.539388076389079,0.0,3.5,7.5,60.0,1
1,9,21,80.02,0.0,94.9,2.7820883162370906,0.0,4.5,2.0,60.0,0
1,9,22,78.68,0.0,94.54,0.7224565463728361,31.921635666842867,13.5,24.0,50.0,1
1,9,23,79.54,0.0,90.5,-1.8049031080550857,0.0,133.0,1.5,60.0,1
1,10,0,72.78,1401.7180542569376,86.31,-3.312350153449201,0.0,0.0,1.0,60.0,0
1,10,1,74.25,446.63628682270644,83.13,-4.875253832245182,0.0,0.0,41.5,60.0,1
1,10,2,81.3,158.45119448451504,83.17,-7.1387911779291535,0.0,53.0,40.5,70.0,0
1,10,3,84.07,0.0,85.71,-7.2292485257495915,2.9971185077404465,90.0,89.0,60.0,0
1,10,4,80.7,0.0,87.72,-6.405748322335367,591.3905743345452,175.0,50.5,60.0,0
1,10,5,84.31,1579.231139220988,87.79,-4.329743187054317,540.2456858554096,97.5,50.5,60.0,1
1,10,6,80.16,3224.5908429636956,91.47,-3.0612988715983978,335.28688003549144,3.0,0.0,80.0,1
1,10,7,77.7,7148.234976298532,91.19,-1.600478359515248,536.487093578397,0.0,7.0,80.0,1
1,10,8,100.0,7324.888207605153,96.84,0.100262239377575,1854.5834131916508,0.0,53.0,60.0,1
1,10,9,94.91,25168.327866534302,103.41,3.6133237150594777,940.7179881945517,0.0,58.0,80.0,1
1,10,10,83.61,38679.103570386025,101.94,3.5312856160989217,548.4591463191538,146.0,0.0,80.0,1
1,10,11,89.3,34323.88160503431,97.7,3.45593910457133,902.1958508888453,0.0,13.0,80.0,0
1,10,12,88.63,22891.231566908104,96.04,3.2734933110014763,1270.6443957637612,7.0,37.0,50.0,0
1,10,13,100.0,8438.876672762106,95.39,0.4498852864656355,1872.2803828360145,0.0,0.0,60.0,1
1,10,14,81.6,16788.88475403413,98.26,1.0752841411539258,678.349858446751,2.5,4.5,80.0,1
1,10,15,88.69,54699.200377804205,97.94,1.0075244888705948,1563.91802967563,0.0,22.5,50.0,1
1,10,16,79.81,25695.65849615708,98.66,1.4434333321146058,74.93639130892024,7.0,0.0,80.0,1
1,10,17,100.0,27318.177172124528,101.16,2.347397607044292,1555.9646720196163,0.0,42.5,60.0,0
1,10,18,100.0,6121.685120036614,101.59,4.123251495214714,1762.3669573049672,13.0,23.5,70.0,0
1,10,19,93.7,696.1532580332156,99.92,5.596848009860133,1071.4443203922042,54.5,20.5,70.0,0
1,10,20,76.12,366.5072343462988,99.31,5.284446780482012,17.8316243463738,107.0,48.0,70.0,1
1,10,21,79.4,0.0,99.48,4.2166729808216665,0.0,9.0,7.0,70.0,1
1,10,22,74.81,0.0,95.0,1.1325425964748725,0.0,82.0,0.0,60.0,0
1,10,23,79.81,3426.895438776185,88.85,-2.46693200691439,0.0,0.0,0.0,60.0,1
1,11,0,72.38,0.0,83.47,-4.762635595466444,13.537257594704753,0.5,0.0,50.0,0
1,11,1,75.66,0.0,81.5,-7.15970480195305,0.0,79.5,21.0,60.0,1
1,11,2,81.45,0.0,83.68,-6.350965920687771,0.0,71.5,9.5,60.0,0
1,11,3,97.02,1272.0077302210627,80.69,-6.496679400674541,1558.4785022405113,94.5,0.0,60.0,1
1,11,4,94.64,0.0,82.63,-5.0855018451372445,1880.6965309982947,0.0,20.5,50.0,1
1,11,5,77.0,2050.859227279794,82.84,-3.4378229735029144,0.0,18.0,0.0,70.0,1
1,11,6,89.59,8658.668950212978,84.06,-5.000141688522464,1753.1586905115012,13.0,31.5,70.0,1
1,11,7,74.2,8119.404665461851,82.61,-4.415543168673284,0.0,101.0,1.0,60.0,1
1,11,8,91.42,7621.7941891497085,84.2,-4.225791673206979,1389.9453789162894,30.0,21.5,50.0,1
1,11,9,85.08,39872.09639571299,87.09,-0.9484606478616975,0.0,0.0,3.5,80.0,1
1,11,10,83.75,70029.5813511504,92.24,0.7805421865718534,0.0,37.0,4.5,80.0,1
1,11,11,73.55,61048.21444153943,91.82,1.669037242982926,0.0,4.5,0.0,80.0,1
1,11,12,85.17,41698.98340883406,90.35,1.3594094390979738,1412.5538352526964,42.5,31.0,60.0,1
1,11,13,90.42,42574.64724613054,88.32,2.354685338743554,1217.7027658121046,76.0,0.0,70.0,1
1,11,14,93.68,39102.20338545178,89.53,3.934375050794578,2206.282929231282,3.5,0.0,80.0,1
1,11,15,86.51,58810.53104212345,92.11,4.33341096248264,0.0,0.0,16.5,80.0,1
1,11,16,80.53,59774.58952739859,93.57,4.266694423057954,40.32747117175618,0.0,0.0,80.0,1
1,11,17,77.1,54016.900988356414,93.17,4.142137043709867,14.783176171893091,78.5,6.0,80.0,1
1,11,18,79.49,18983.655867577414,92.5,3.694737626714967,43.2081735478566,26.5,0.0,80.0,0
1,11,19,81.7,181.77794891034134,92.57,2.462538332803731,22.017615829626028,3.5,19.0,60.0,1
1,11,20,76.11,0.0,89.65,-0.0453804614191366,5.089414148379453,106.5,0.0,60.0,1
1,11,21,74.51,0.0,88.51,-2.785264156063559,0.0,1.5,4.5,60.0,1
1,11,22,84.36,407.86745984216566,85.37,-3.773365668135691,0.0,2.5,0.0,60.0,1
1,11,23,85.36,2267.6151744930075,83.55,-5.687817503666578,0.0,0.0,3.5,70.0,1
1,12,0,78.34,2030.1841192847526,85.75,-6.5755396982937535,0.0,31.0,0.0,50.0,0
1,12,1,80.71,0.0,84.3,-5.882221888194848,0.0,7.5,0.0,70.0,1
1,12,2,80.57,0.0,85.07,-7.451862966409578,0.0,7.5,5.0,60.0,1
1,12,3,77.71,1607.3042921304304,84.94,-6.9346035040103065,0.0,64.5,5.0,60.0,0
1,12,4,83.9,2239.221796109489,88.83,-5.032081362886527,182.18911366235,80.5,0.0,60.0,1
1,12,5,76.0,1636.4491348292734,92.13,-2.777751356181126,0.0,56.0,5.0,60.0,0
1,12,6,76.42,13637.41532145644,104.78,-1.2046604894117303,0.0,20.5,9.0,80.0,1
1,12,7,85.01,14198.86050696896,108.64,1.0459180185542387,0.0,57.0,0.0,80.0,0
1,12,8,74.94,19370.3061705802,110.25,1.8697190813814302,20.146737336742945,48.0,0.0,80.0,0
1,12,9,82.03,38543.47243889212,108.78,1.2028070559862274,0.0,9.0,0.0,80.0,1
1,12,10,74.44,84512.53650174821,103.87,2.3136324186789397,0.0,1.5,2.5,80.0,1
1,12,11,73.16,86259.23736666104,104.71,1.783250703797417,0.0,0.0,0.0,60.0,1
1,12,12,72.12,84778.93492331053,101.56,4.111056272662792,38.34490729025298,11.5,6.5,80.0,1
1,12,13,85.85,108421.64967794486,100.85,5.908384010401155,2.4085916224750616,2.0,3.5,80.0,1
1,12,14,72.89,94260.61436618606,102.74,7.812898507216568,0.0,79.0,6.5,80.0,1
1,12,15,71.48,98265.42914896147,104.43,9.835376825338804,24.984301055219515,2.5,20.5,80.0,1
1,12,16,86.31,78872.4015579816,108.86,13.874580355809744,7.715940169977678,111.5,0.5,60.0,0
1,12,17,77.52,53026.440502013356,109.45,15.96341796708316,1.2346550475172944,22.0,0.0,60.0,1
1,12,18,82.53,21613.07390635654,107.78,15.345952787676643,20.577861107230206,40.0,0.0,80.0,1
1,12,19,74.19,482.5959192813488,105.82,12.730437904096881,14.467582776536393,0.0,0.0,70.0,1
1,12,20,81.77,1141.2382412436439,102.13,10.736565458223035,19.01924203208139,0.0,0.0,60.0,1
1,12,21,74.92,2666.977999790735,97.17,8.078273434319243,1.702935529041334,5.5,35.0,60.0,0
1,12,22,76.25,0.0,94.38,6.774338193532317,0.0,11.5,28.5,70.0,1
1,12,23,85.52,3330.414447870981,88.83,4.63307148339805,61.965338247041124,5.0,7.5,40.0,1
1,13,0,71.91,0.0,87.51,2.12043055083721,0.0,0.0,10.5,50.0,0
1,13,1,84.09,0.0,83.81,0.7755443971688808,32.43967147737073,106.0,0.0,60.0,1
1,13,2,79.35,1232.6671243949622,86.22,0.04416798553542407,0.0,4.0,35.0,60.0,0
1,13,3,82.04,757.8098727508768,85.64,-1.9364787551170632,11.394085671351657,92.0,0.0,60.0,0
1,13,4,81.99,1981.925547201016,87.46,-0.7349658214137801,22.05309032474371,19.0,7.0,70.0,0
1,13,5,82.89,1335.2866837320682,91.08,-1.2930384573286315,0.0,0.0,0.0,60.0,1
1,13,6,76.21,13237.223540435776,103.82,0.7552043176725763,51.62029016831777,80.5,3.0,80.0,0
1,13,7,71.63,24314.428029298462,108.67,3.0066009139459893,0.0,58.0,2.5,80.0,1
1,13,8,80.12,29009.50521607222,109.94,1.77228105503344,0.0,60.5,4.0,80.0,1
1,13,9,81.74,57517.13632173175,107.31,1.7003450720213542,16.876885843065,0.0,0.0,80.0,1
1,13,10,74.6,87707.43433016771,104.21,1.5532560493084215,6.310771586064226,95.0,23.0,80.0,1
1,13,11,72.0,78832.94840513219,104.57,1.1842430053239272,0.005232844330016201,0.0,5.0,80.0,1
1,13,12,83.12,99583.89966440423,100.03,1.2144425601062754,11.57563039703717,1.5,0.0,80.0,0
1,13,13,73.29,111203.33227868147,101.31,1.743670290556282,0.0,0.0,8.0,80.0,0
1,13,14,76.8,109498.20010103096,101.48,4.261055551028654,6.0913539620214525,29.5,7.5,80.0,1
1,13,15,83.59,104810.32334787709,105.98,5.713641212549907,0.0,0.0,5.0,60.0,1
1,13,16,85.94,67804.96424819712,108.91,7.60630667509933,27.265395675052552,0.0,39.0,80.0,1
1,13,17,72.04,67775.23847313692,108.64,11.075792873723817,0.0,89.0,65.0,80.0,1
1,13,18,72.83,28548.951965717362,107.73,11.549612773610033,24.104484552026776,155.0,91.5,80.0,0
1,13,19,86.38,962.1173442972552,103.79,10.112726692941342,11.516081342122831,159.5,112.0,50.0,0
1,13,20,74.05,0.0,100.08,7.942693806282289,0.0,118.5,84.5,60.0,1
1,13,21,80.65,0.0,95.93,5.116223183370967,0.0,45.0,83.0,60.0,1
1,13,22,77.5,0.0,94.87,1.2049140876573627,8.021168762454002,132.0,80.5,60.0,1
1,13,23,79.0,505.9467302612151,90.08,-2.751958382405508,0.0,37.5,89.5,60.0,0
1,14,0,71.54,0.0,85.81,-6.348021046575196,24.88247159518351,56.5,61.0,60.0,0
1,14,1,78.16,3202.2831286631017,86.09,-7.027632046111301,0.0,27.5,26.5,50.0,1
1,14,2,85.92,0.0,83.65,-6.951342156257035,0.0,58.5,3.0,60.0,1
1,14,3,76.45,0.0,85.58,-6.549554161176989,0.0,2.0,41.5,70.0,1
1,14,4,71.43,0.0,88.2,-6.666356452051645,0.0,68.5,17.0,70.0,0
1,14,5,83.38,3699.617439464887,93.04,-4.455710004126492,2.6067043681949036,74.5,40.5,70.0,0
1,14,6,80.78,12024.59060267495,105.14,-0.48717588346505325,0.0,28.5,1.5,80.0,1
1,14,7,74.02,18490.478040602862,110.75,2.753908509587702,15.599128228370935,0.0,0.0,80.0,1
1,14,8,84.89,19059.66130678768,109.34,2.472346010045506,11.545455566900293,24.5,3.5,80.0,1
1,14,9,74.16,53258.92247126606,109.1,2.2316590138287435,23.169186720543056,82.0,14.5,80.0,1
1,14,10,80.37,87244.43238392968,104.79,2.1853335742338387,20.681812928750723,19.0,2.0,80.0,0
1,14,11,86.84,112749.64245041004,102.72,2.344392838224895,0.0,1.5,0.0,60.0,0
1,14,12,76.33,83026.77661772305,101.27,4.5379908494512184,9.953606548988398,79.5,0.0,80.0,0
1,14,13,80.59,89580.39754968487,100.12,5.694424125381785,0.0,2.0,28.0,80.0,1
1,14,14,82.26,105053.19227353456,102.57,8.036946228078625,70.87577736353796,75.5,0.0,80.0,0
1,14,15,74.77,95678.27344490658,105.03,10.999158163059032,17.703913400362325,0.0,0.0,80.0,1
1,14,16,74.97,85605.52994318608,106.97,14.692593349022818,35.265589474005445,0.0,29.0,80.0,1
1,14,17,86.82,62087.347435636235,108.64,15.119784537259529,1.6542820088091617,59.0,55.5,80.0,0
1,14,18,82.4,24828.298298858757,108.55,15.042909608723308,0.9547802678831002,68.5,65.0,80.0,1
1,14,19,84.48,0.0,105.86,14.043951588833508,1.7261274044395207,150.5,72.5,40.0,1
1,14,20,80.21,0.0,100.28,12.547136450048114,17.465510412760025,77.5,7.5,60.0,1
1,14,21,76.04,1171.764037346829,97.75,9.999742595348096,0.0,90.0,7.5,50.0,1
1,14,22,72.37,858.1791447038195,92.81,8.020379326842198,0.0,90.5,1.0,50.0,1
1,14,23,84.0,0.0,88.05,4.791709370285177,0.0,0.5,28.0,50.0,1
1,15,0,85.27,2565.2539991104054,85.83,1.4392768849551036,5.801223594757858,61.5,0.0,60.0,0
1,15,1,85.71,2457.538866129611,85.12,0.4130812156597011,66.82017755747627,0.0,0.0,60.0,0
1,15,2,71.67,125.51819209499111,85.02,-1.5964554056090612,0.0,92.5,0.0,70.0,1
1,15,3,72.07,0.0,85.77,-2.1127795622512715,0.0,1.0,0.0,60.0,1
1,15,4,80.48,2124.049797018889,87.63,-3.7036329958515073,0.0,7.5,0.0,60.0,1
1,15,5,76.67,0.0,92.93,-3.7879370425495016,0.0,2.5,6.5,60.0,1
1,15,6,74.81,15772.252771153906,103.38,-0.2739635100775498,0.0,0.0,5.5,80.0,1
1,15,7,77.86,29131.08019433592,109.36,1.5809492175132953,0.0,42.0,4.0,80.0,1
1,15,8,71.3,23347.913041777614,109.07,1.6154952693121771,27.552298644054883,0.0,0.0,80.0,1
1,15,9,96.28,33113.079427290555,108.03,2.649485178468499,1628.6276847627748,71.5,2.5,70.0,1
1,15,10,76.78,69661.24050420508,105.0,2.476532463327868,0.0,0.0,0.0,80.0,0
1,15,11,84.64,93678.80147048715,102.86,3.7152120490278033,12.013379897785859,18.5,5.5,80.0,0
1,15,12,76.94,85344.53248816569,102.69,4.660005590991697,0.0,5.5,24.5,80.0,1
1,15,13,71.03,100610.97366784266,100.79,4.195607660617697,0.0,24.5,61.5,80.0,0
1,15,14,73.18,77395.91646102129,101.11,7.4925268993989995,0.0,31.0,80.0,80.0,1
1,15,15,75.62,92239.76129538732,105.49,10.796872395208156,0.0,15.5,27.5,80.0,1
1,15,16,73.2,83575.64204161867,108.06,12.601711384642057,20.307761671341808,115.0,4.0,60.0,0
1,15,17,83.59,42546.68257730484,108.88,13.661905323940195,0.0,29.5,0.0,80.0,0
1,15,18,84.4,20766.316717482754,107.09,15.57020315337352,19.9988783274637,0.0,0.0,80.0,1
1,15,19,72.0,2623.1712132570087,104.02,13.762926129162054,0.0,3.0,0.0,60.0,1
1,15,20,89.77,1138.910768913921,102.21,11.021379485505676,1788.9897317711573,64.0,24.0,60.0,1
1,15,21,78.71,0.0,95.59,8.480963238876381,0.0,34.0,58.0,60.0,1
1,15,22,73.61,767.8195428104492,92.71,6.393050041558647,0.0,91.0,32.5,70.0,0
1,15,23,80.47,855.1452860446472,89.67,4.196757691876934,36.044485011954166,32.0,4.0,60.0,1
1,16,0,77.21,1871.6058165290867,84.35,1.7476721866221816,0.0,0.0,3.0,60.0,0
1,16,1,71.81,1766.413409028535,85.47,-0.5764319785334127,2.518937192988546,1.5,0.0,70.0,0
1,16,2,84.85,3600.2693813778305,83.37,-1.3519899231655266,24.309734364905033,7.0,26.0,60.0,1
1,16,3,84.52,1015.1602198897435,84.08,-2.5812100207578244,41.23329670990479,1.0,21.5,60.0,0
1,16,4,78.86,640.721927668954,86.67,-3.027854703435233,20.816499655446787,78.0,1.5,70.0,1
1,16,5,81.58,0.0,90.26,-4.177170787769302,0.0,39.0,4.0,60.0,0
1,16,6,74.4,10426.143196627956,94.9,-4.010150897457337,9.250579056659173,102.5,33.5,80.0,1
1,16,7,83.82,25246.64535815533,104.43,0.5557931475013301,0.0,69.5,4.0,60.0,1
1,16,8,78.05,33656.290031012206,104.99,0.8657589719084358,8.69263003371655,1.5,4.0,80.0,1
1,16,9,82.21,47954.6115143467,102.1,-0.327361966542684,25.95713021571159,62.0,5.0,80.0,1
1,16,10,71.79,78514.12232367987,100.29,0.5978887738701342,50.329436892390014,0.0,0.0,80.0,0
1,16,11,79.87,96505.30745054032,100.31,1.3808208382877254,0.0,0.0,0.0,80.0,1
1,16,12,83.41,84791.5056156079,105.35,3.678266723010908,50.77677953147182,6.5,0.0,80.0,1
1,16,13,77.65,101790.81386737376,104.77,3.917152734016777,0.0,51.0,0.0,80.0,1
1,16,14,82.17,72084.9672466495,104.65,4.8064685331413814,0.0,0.0,3.5,80.0,1
1,16,15,78.36,102778.83030089567,104.68,5.346738355858077,0.0,56.5,0.0,80.0,1
1,16,16,74.73,70241.82806662245,100.03,7.144499451671155,0.0,1.0,2.5,80.0,1
1,16,17,85.02,62356.08031629462,100.4,7.53995576965866,48.38833035600176,47.0,0.0,80.0,1
1,16,18,76.02,25279.553832247548,99.42,9.06489245717212,0.0,104.0,29.5,80.0,1
1,16,19,81.17,2285.4930479701525,98.65,7.8791745586414255,532.133003505821,107.0,65.5,60.0,1
1,16,20,79.81,2424.5134644022273,96.64,8.729643675584116,0.0,21.5,56.0,50.0,1
1,16,21,78.47,628.9226064003628,94.65,7.605147255017651,33.36018080759612,146.0,96.5,60.0,0
1,16,22,84.61,0.0,92.65,5.978359501906201,0.0,142.5,65.5,60.0,1
1,16,23,81.3,0.0,88.63,2.031794115082081,28.36450221348918,43.5,18.5,60.0,1
1,17,0,83.07,1300.3699888627502,88.19,-1.4601317255290893,0.0,61.5,0.0,70.0,0
1,17,1,73.08,0.0,84.06,-3.9386316097606664,7.320667552348702,27.5,1.0,60.0,0
1,17,2,76.58,0.0,82.51,-4.328141233401841,0.0,0.0,0.0,60.0,1
1,17,3,74.71,0.0,83.14,-5.272389797961972,0.9029086952678548,0.0,27.0,70.0,0
1,17,4,80.98,1146.9923302487919,86.09,-7.133788896593686,0.0,17.5,11.5,60.0,1
1,17,5,76.54,0.0,87.41,-6.101076577049964,0.0,0.0,25.5,60.0,1
1,17,6,84.18,6102.895302428551,91.12,-3.96029597708994,139.49884991419484,5.0,41.0,80.0,1
1,17,7,83.72,11649.166703963141,90.75,-2.6225430865061843,170.75048715447815,88.0,17.5,80.0,0
1,17,8,88.87,6163.197383180059,94.51,-0.47138526744559484,951.858018976786,12.0,0.0,80.0,1
1,17,9,84.7,4364.76741470443,103.14,2.558099673480688,44.28880074003178,97.5,0.0,60.0,1
1,17,10,82.07,0.0,101.34,1.4881316243004967,105.58958949872154,0.0,2.0,60.0,1
1,17,11,91.65,10320.913885797407,97.0,0.4638927980598437,1262.6870115093352,0.5,0.0,70.0,1
1,17,12,100.0,1788.9641121624945,96.16,-0.6277409387677927,2099.0694257936843,2.0,7.5,50.0,1
1,17,13,78.73,1423.0366573066738,95.84,-3.0648943532272264,355.15742058561125,0.0,3.5,40.0,1
